Payment_Method;Issue_Date;Fulfillment_Date;Due_Date;Payment_Date;Net_Amount_HUF;Tax_Amount_HUF;Gross_Amount_HUF;Outstanding_Amount_HUF;Status;Invoice_ID;Destination;Days_Overdue;;;
átutalás;2025.03.12;2025.04.22;2025.03.15;2025.03.10;232557.17;15842.83;248400.0;0.0;Sikeres;INV_2226;Neoi Pori;-5;;;
átutalás;2025.08.07;2025.09.23;2025.08.16;2025.08.12;41090.0;0.0;41090.0;0.0;Sikeres;INV_2227;Platamon;-4;;;
átutalás;2025.03.05;2025.08.12;2025.03.08;2025.03.11;127234.2;637.8;127872.0;0.0;Sikeres;INV_2228;Platamon;3;;;
átutalás;2025.06.24;2025.08.13;2025.07.02;2025.06.08;320681.6;21846.4;342528.0;0.0;Sikeres;INV_2229;Platamon;-24;;;
átutalás;2025.02.11;2025.06.25;2025.02.14;2025.02.12;342817.27;24784.73;367602.0;0.0;Sikeres;INV_2230;Platamon;-2;;;
átutalás;2025.04.30;2025.06.25;2025.06.16;2025.06.11;335539.63;22858.37;358398.0;0.0;Sikeres;INV_2231;Platamon;-5;;;
átutalás;2025.04.23;2025.06.03;2025.04.25;2025.04.24;140974.8;425.2;141400.0;0.0;Sikeres;INV_2232;Neoi Pori;-1;;;
átutalás;2025.01.09;2025.08.12;2025.01.12;2025.01.16;131971.61;850.39;132822.0;0.0;Sikeres;INV_2233;Neoi Pori;4;;;
átutalás;2025.06.24;2025.08.12;2025.07.03;2025.07.04;235683.0;0.0;235683.0;0.0;Sikeres;INV_2234;Platamon;1;;;
átutalás;2025.08.08;2025.09.03;2025.08.11;2025.08.08;185074.01;12925.99;198000.0;0.0;Sikeres;INV_2235;Neoi Pori;-3;;;
átutalás;2025.01.10;2025.07.26;2025.01.13;2025.01.10;213247.66;7012.34;220260.0;0.0;Sikeres;INV_2236;Neoi Pori;-3;;;
átutalás;2025.02.06;2025.07.26;2025.02.09;2025.02.05;81207.76;5532.24;86740.0;0.0;Sikeres;INV_2237;Neoi Pori;-4;;;
átutalás;2025.03.05;2025.07.26;2025.03.08;2025.03.05;46811.02;3188.98;50000.0;0.0;Sikeres;INV_2238;Platamon;-3;;;
átutalás;2025.04.03;2025.07.26;2025.04.06;2025.04.03;46811.02;3188.98;50000.0;0.0;Sikeres;INV_2239;Platamon;-3;;;
átutalás;2025.05.05;2025.07.26;2025.05.08;2025.05.08;23405.51;1594.49;25000.0;0.0;Sikeres;INV_2240;Platamon;0;;;
átutalás;2025.02.13;2025.08.19;2025.02.16;2025.02.13;48774.8;425.2;49200.0;0.0;Sikeres;INV_2241;Neoi Pori;-3;;;
átutalás;2025.04.28;2025.08.19;2025.02.16;;-48774.8;-425.2;-49200.0;-49200.0;Sikeres;INV_2242;Platamon;0;;;
átutalás;2025.04.28;2025.08.19;2025.05.01;2025.04.23;-47625.2;425.2;-47200.0;0.0;Sikeres (üzenettel);INV_2243;Platamon;-8;;;
átutalás;2025.01.15;2025.07.02;2025.01.18;2025.01.28;94892.14;3267.86;98160.0;0.0;Sikeres;INV_2244;Neoi Pori;10;;;
átutalás;2025.01.28;2025.07.02;2025.01.18;2025.01.28;-94892.14;-3267.86;-98160.0;0.0;Sikeres;INV_2245;Neoi Pori;10;;;
átutalás;2025.08.25;2025.09.29;2025.08.28;2025.08.25;67687.4;212.6;67900.0;0.0;Sikeres;INV_2246;Platamon;-3;;;
átutalás;2025.07.22;2025.09.08;2025.07.28;2025.07.22;151424.3;10315.7;161740.0;0.0;Sikeres;INV_2247;Neoi Pori;-6;;;
átutalás;2025.06.30;2025.07.26;2025.07.03;2025.06.30;314123.62;21876.38;336000.0;0.0;Sikeres;INV_2248;Neoi Pori;-3;;;
átutalás;2025.07.11;2025.08.27;2025.07.14;2025.07.11;146162.74;9957.26;156120.0;0.0;Sikeres;INV_2249;Platamon;-3;;;
átutalás;2025.03.06;2025.09.06;2025.03.09;2025.04.02;137894.8;425.2;138320.0;0.0;Sikeres;INV_2250;Neoi Pori;24;;;
átutalás;2025.07.24;2025.08.29;2025.07.29;2025.07.24;207480.0;0.0;207480.0;0.0;Sikeres;INV_2251;Platamon;-5;;;
készpénz;2025.07.15;2025.10.18;2025.07.15;2025.07.15;93473.23;6526.77;100000.0;0.0;Sikeres;INV_2252;Platamon;0;;;
átutalás;2025.08.12;2025.10.18;2025.09.11;2025.08.12;533645.67;36354.33;570000.0;0.0;Sikeres;INV_2253;Neoi Pori;-30;;;
átutalás;2025.09.08;2025.10.18;2025.09.11;2025.09.09;147360.0;0.0;147360.0;0.0;Sikeres;INV_2254;Platamon;-2;;;
átutalás;2025.08.07;2025.10.18;2025.08.10;2025.08.08;422465.86;29098.14;451564.0;0.0;Sikeres;INV_2255;Platamon;-2;;;
átutalás;2025.08.26;2025.10.18;2025.09.11;2025.09.04;616660.34;42009.66;658670.0;0.0;Sikeres;INV_2256;Platamon;-7;;;
átutalás;2025.09.08;2025.10.18;2025.09.11;2025.09.16;326353.28;0.0;326353.28;0.0;Sikeres;INV_2257;Neoi Pori;5;;;
átutalás;2025.09.16;2025.10.18;2025.09.11;2025.09.16;-326353.28;0.0;-326353.28;0.0;Sikeres;INV_2258;Platamon;5;;;
átutalás;2025.09.16;2025.10.18;2025.09.19;2025.09.16;251498.73;0.0;251498.73;0.0;Sikeres;INV_2259;Neoi Pori;-3;;;
átutalás;2025.09.16;2025.10.18;2025.09.19;2025.09.16;-251498.73;0.0;-251498.73;0.0;Sikeres;INV_2260;Platamon;-3;;;
átutalás;2025.09.16;2025.10.18;2025.09.19;;247572.13;0.0;247572.13;247572.13;Sikeres;INV_2261;Neoi Pori;0;;;
átutalás;2025.09.25;2025.10.18;2025.09.29;2025.09.29;34972.13;0.0;34972.13;0.0;Sikeres;INV_2262;Neoi Pori;0;;;
átutalás;2025.05.30;2025.06.28;2025.06.02;2025.06.25;198147.4;212.6;198360.0;0.0;Sikeres;INV_2263;Platamon;23;;;
átutalás;2025.06.03;2025.06.28;2025.06.06;2025.06.03;123537.4;212.6;123750.0;0.0;Sikeres;INV_2264;Neoi Pori;-3;;;
átutalás;2025.06.25;2025.06.28;2025.06.02;2025.06.25;-198147.4;-212.6;-198360.0;0.0;Sikeres;INV_2265;Platamon;23;;;
átutalás;2025.06.20;2025.08.06;2025.06.28;2025.06.25;146162.74;9957.26;156120.0;0.0;Sikeres;INV_2266;Platamon;-3;;;
átutalás;2025.01.08;2025.06.23;2025.01.11;2025.01.08;49429.61;850.39;50280.0;0.0;Sikeres;INV_2267;Platamon;-3;;;
átutalás;2025.03.31;2025.06.23;2025.04.15;2025.04.09;69420.0;0.0;69420.0;0.0;Sikeres;INV_2268;Platamon;-6;;;
átutalás;2025.06.10;2025.07.16;2025.06.13;2025.06.10;180205.67;12594.33;192800.0;0.0;Sikeres;INV_2269;Platamon;-3;;;
átutalás;2025.07.16;2025.07.16;2025.06.13;;-180205.67;-12594.33;-192800.0;-192800.0;Sikeres;INV_2270;Neoi Pori;0;;;
átutalás;2025.07.16;2025.07.16;2025.07.16;2025.07.16;48500.0;0.0;48500.0;0.0;Sikeres;INV_2271;Neoi Pori;0;;;
átutalás;2025.04.08;2025.06.20;2025.04.23;2025.04.14;343723.98;23416.02;367140.0;0.0;Sikeres;INV_2272;Platamon;-9;;;
átutalás;2025.02.12;2025.04.22;2025.02.15;2025.02.14;83213.23;5986.77;89200.0;0.0;Sikeres;INV_2273;Platamon;-1;;;
átutalás;2025.02.14;2025.04.22;2025.02.15;2025.02.14;-83213.23;-5986.77;-89200.0;0.0;Sikeres;INV_2274;Platamon;-1;;;
átutalás;2025.01.13;2025.07.01;2025.01.16;2025.01.16;124974.61;850.39;125825.0;0.0;Sikeres;INV_2275;Neoi Pori;0;;;
átutalás;2025.05.08;2025.07.01;2025.05.24;2025.05.08;182735.0;0.0;182735.0;0.0;Sikeres;INV_2276;Platamon;-16;;;
átutalás;2025.07.08;2025.08.21;2025.07.11;2025.07.09;283974.8;425.2;284400.0;0.0;Sikeres;INV_2277;Platamon;-2;;;
átutalás;2025.09.29;2025.12.15;2025.10.02;;60556.69;4443.31;65000.0;65000.0;Sikeres;INV_2278;Neoi Pori;0;;;
átutalás;2025.02.19;2025.08.27;2025.02.22;2025.02.20;191509.76;14000.24;205510.0;0.0;Sikeres;INV_2279;Neoi Pori;-2;;;
készpénz;2025.07.10;2025.08.27;2025.07.10;2025.07.10;421449.01;28710.99;450160.0;0.0;Sikeres;INV_2280;Neoi Pori;0;;;
Bankkártya;2025.02.13;2025.09.24;2025.02.13;2025.02.13;78344.88;dec.55;84000.0;0.0;Sikeres;INV_2281;Platamon;0;;;
Bankkártya;2025.08.05;2025.09.24;2025.08.05;2025.08.05;117963.78;8036.22;126000.0;0.0;Sikeres;INV_2282;Neoi Pori;0;;;
átutalás;2025.07.09;2025.08.20;2025.07.12;2025.07.09;374190.55;25809.45;400000.0;0.0;Sikeres;INV_2283;Neoi Pori;-3;;;
Pénzügyileg rendezve;2025.01.14;2025.07.06;2025.01.14;2025.01.30;42204.72;11395.28;53600.0;0.0;Sikeres;INV_2284;Platamon;16;;;
átutalás;2025.02.10;2025.02.10;2025.02.13;2025.02.13;713810.89;0.0;713810.89;0.0;Sikeres (üzenettel);INV_2285;Platamon;0;;;
átutalás;2025.02.13;2025.02.10;2025.02.13;2025.02.13;-713810.89;0.0;-713810.89;0.0;Sikeres (üzenettel);INV_2286;Platamon;0;;;
átutalás;2025.06.02;2025.09.29;2025.06.05;2025.06.02;19974.8;425.2;20400.0;0.0;Sikeres;INV_2287;Neoi Pori;-3;;;
átutalás;2025.07.28;2025.09.29;2025.06.05;;-19974.8;-425.2;-20400.0;-20400.0;Sikeres;INV_2288;Neoi Pori;0;;;
átutalás;2025.07.28;2025.07.28;2025.07.31;2025.07.31;1574.8;425.2;2000.0;0.0;Sikeres;INV_2289;Neoi Pori;0;;;
átutalás;2025.09.26;2025.12.08;2025.09.29;2025.09.26;107752.54;7817.46;115570.0;0.0;Sikeres;INV_2290;Platamon;-3;;;
átutalás;2025.01.24;2025.10.07;2025.01.27;2025.01.24;371718.93;25641.07;397360.0;0.0;Sikeres;INV_2291;Neoi Pori;-3;;;
átutalás;2025.07.17;2025.10.07;2025.01.27;;-371718.93;-25641.07;-397360.0;-397360.0;Sikeres;INV_2292;Neoi Pori;0;;;
átutalás;2025.07.17;2025.10.07;2025.07.20;2025.07.20;1574.8;425.2;2000.0;0.0;Sikeres;INV_2293;Platamon;0;;;
átutalás;2025.06.23;2025.08.04;2025.06.26;2025.06.23;178181.48;12138.52;190320.0;0.0;Sikeres;INV_2294;Neoi Pori;-3;;;
átutalás;2025.06.02;2025.09.29;2025.06.05;2025.06.02;20174.8;425.2;20600.0;0.0;Sikeres;INV_2295;Neoi Pori;-3;;;
átutalás;2025.08.25;2025.09.29;2025.08.28;2025.08.17;27900.0;0.0;27900.0;0.0;Sikeres;INV_2296;Platamon;-11;;;
készpénz;2025.01.15;2025.06.17;2025.01.15;2025.01.15;119740.17;3783.83;123524.0;0.0;Sikeres;INV_2297;Neoi Pori;0;;;
készpénz;2025.04.29;2025.07.17;2025.04.29;2025.04.29;170659.84;11626.16;182286.0;0.0;Sikeres;INV_2298;Neoi Pori;0;;;
átutalás;2025.02.19;2025.08.04;2025.02.22;2025.02.20;118415.11;8384.89;126800.0;0.0;Sikeres;INV_2299;Neoi Pori;-2;;;
átutalás;2025.06.23;2025.08.04;2025.06.26;2025.06.12;175260.47;11939.53;187200.0;0.0;Sikeres;INV_2300;Platamon;-14;;;
átutalás;2025.04.25;2025.07.16;2025.05.17;2025.05.09;349247.69;23792.31;373040.0;0.0;Sikeres;INV_2301;Platamon;-8;;;
átutalás;2025.08.18;2025.10.01;2025.08.21;2025.08.19;158859.84;11140.16;170000.0;0.0;Sikeres;INV_2302;Neoi Pori;-2;;;
átutalás;2025.06.06;2025.07.25;2025.06.16;2025.06.10;116790.0;0.0;116790.0;0.0;Sikeres;INV_2303;Neoi Pori;-6;;;
átutalás;2025.04.16;2025.10.07;2025.04.22;2025.04.16;185859.46;12820.54;198680.0;0.0;Sikeres;INV_2304;Neoi Pori;-6;;;
átutalás;2025.08.28;2025.10.07;2025.09.02;2025.08.28;285006.52;11513.48;296520.0;0.0;Sikeres;INV_2305;Neoi Pori;-5;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.03;102528.4;0.0;102528.4;0.0;Sikeres;INV_2306;Neoi Pori;-4;;;
átutalás;2025.09.23;2025.10.07;2025.04.22;;-185859.46;-12820.54;-198680.0;-198680.0;Sikeres;INV_2307;Neoi Pori;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.02;;-285006.52;-11513.48;-296520.0;-296520.0;Sikeres;INV_2308;Platamon;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.07;;-102528.4;0.0;-102528.4;-102528.4;Sikeres;INV_2309;Neoi Pori;0;;;
átutalás;2025.03.18;2025.03.18;2025.03.21;2025.03.25;78361.61;850.39;79212.0;0.0;Sikeres;INV_2310;Platamon;4;;;
átutalás;2025.03.25;2025.03.18;2025.03.21;2025.03.25;-78361.61;-850.39;-79212.0;0.0;Sikeres;INV_2311;Neoi Pori;4;;;
átutalás;2025.03.25;2025.07.08;2025.03.28;2025.03.25;75811.47;5800.53;81612.0;0.0;Sikeres;INV_2312;Platamon;-3;;;
átutalás;2025.05.08;2025.07.08;2025.06.01;2025.05.29;116418.0;0.0;116418.0;0.0;Sikeres;INV_2313;Platamon;-3;;;
készpénz;2025.07.21;2025.09.10;2025.07.21;2025.07.21;191908.42;13391.58;205300.0;0.0;Sikeres;INV_2314;Neoi Pori;0;;;
átutalás;2025.01.24;2025.10.07;2025.01.27;2025.01.24;185859.46;12820.54;198680.0;0.0;Sikeres;INV_2315;Neoi Pori;-3;;;
átutalás;2025.08.26;2025.10.07;2025.09.02;2025.08.28;285006.52;11513.48;296520.0;0.0;Sikeres;INV_2316;Neoi Pori;-5;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.03;102528.4;0.0;102528.4;0.0;Sikeres;INV_2317;Neoi Pori;-4;;;
átutalás;2025.08.07;2025.09.23;2025.08.15;2025.08.03;118064.0;0.0;118064.0;0.0;Sikeres;INV_2318;Neoi Pori;-12;;;
átutalás;2025.01.28;2025.08.02;2025.01.31;2025.01.28;112535.65;7984.35;120520.0;0.0;Sikeres;INV_2319;Platamon;-3;;;
átutalás;2025.01.28;2025.08.02;2025.01.31;2025.01.28;-112535.65;-7984.35;-120520.0;0.0;Sikeres;INV_2320;Platamon;-3;;;
átutalás;2025.01.28;2025.08.04;2025.01.31;2025.01.30;112535.65;7984.35;120520.0;0.0;Sikeres;INV_2321;Neoi Pori;-1;;;
átutalás;2025.06.23;2025.08.04;2025.06.26;2025.05.17;166441.28;11338.72;177780.0;0.0;Sikeres;INV_2322;Platamon;-40;;;
készpénz;2025.01.07;2025.09.17;2025.01.07;2025.01.07;38709.53;1290.47;40000.0;0.0;Sikeres;INV_2323;Neoi Pori;0;;;
készpénz;2025.07.22;2025.09.17;2025.07.22;2025.07.22;47045.08;3204.92;50250.0;0.0;Sikeres;INV_2324;Platamon;0;;;
átutalás;2025.01.09;2025.06.29;2025.01.12;2025.01.13;249419.25;8230.75;257650.0;0.0;Sikeres;INV_2325;Neoi Pori;1;;;
átutalás;2025.05.08;2025.06.28;2025.05.19;2025.05.08;226699.0;0.0;226699.0;0.0;Sikeres;INV_2326;Neoi Pori;-11;;;
átutalás;2025.07.18;2025.08.30;2025.07.20;2025.07.18;216286.63;14893.37;231180.0;0.0;Sikeres;INV_2327;Neoi Pori;-2;;;
átutalás;2025.04.25;2025.06.11;2025.04.30;2025.04.26;78923.39;5376.61;84300.0;0.0;Sikeres;INV_2328;Platamon;-4;;;
átutalás;2025.05.14;2025.06.29;2025.05.17;2025.05.14;233710.67;16239.33;249950.0;0.0;Sikeres;INV_2329;Platamon;-3;;;
átutalás;2025.05.14;2025.06.29;2025.05.17;2025.05.14;-233710.67;-16239.33;-249950.0;0.0;Sikeres;INV_2330;Neoi Pori;-3;;;
átutalás;2025.05.14;2025.06.29;2025.05.17;2025.05.14;366999.61;850.39;367850.0;0.0;Sikeres;INV_2331;Platamon;-3;;;
átutalás;2025.01.08;2025.08.03;2025.01.11;2025.01.08;93459.8;425.2;93885.0;0.0;Sikeres;INV_2332;Neoi Pori;-3;;;
átutalás;2025.06.23;2025.08.03;2025.06.25;2025.06.23;137820.0;0.0;137820.0;0.0;Sikeres;INV_2333;Neoi Pori;-2;;;
átutalás;2025.07.29;2025.10.01;2025.08.05;2025.07.29;163166.45;11433.55;174600.0;0.0;Sikeres;INV_2334;Neoi Pori;-7;;;
átutalás;2025.02.03;2025.06.20;2025.02.06;2025.02.03;29170.87;829.13;30000.0;0.0;Sikeres;INV_2335;Platamon;-3;;;
átutalás;2025.03.14;2025.09.20;2025.03.17;2025.03.06;28086.61;1913.39;30000.0;0.0;Sikeres;INV_2336;Platamon;-11;;;
átutalás;2025.04.04;2025.06.20;2025.04.07;2025.04.03;47297.86;3222.14;50520.0;0.0;Sikeres;INV_2337;Platamon;-4;;;
átutalás;2025.02.26;2025.09.10;2025.03.01;2025.02.27;262622.13;18367.87;280990.0;0.0;Sikeres;INV_2338;Neoi Pori;-2;;;
átutalás;2025.07.23;2025.09.10;2025.07.29;2025.07.31;390380.64;26594.36;416975.0;0.0;Sikeres;INV_2339;Platamon;2;;;
Bankkártya;2025.02.28;2025.06.11;2025.02.28;2025.02.28;51342.33;3497.67;54840.0;0.0;Sikeres;INV_2340;Platamon;0;;;
Bankkártya;2025.05.07;2025.06.11;2025.05.07;2025.05.07;52709.21;3590.79;56300.0;0.0;Sikeres;INV_2341;Neoi Pori;0;;;
átutalás;2025.01.28;2025.06.11;2025.01.31;2025.01.28;118491.97;márc.08;127200.0;0.0;Sikeres;INV_2342;Platamon;-3;;;
átutalás;2025.04.28;2025.06.11;2025.05.01;2025.04.28;172264.57;11735.43;184000.0;0.0;Sikeres;INV_2343;Neoi Pori;-3;;;
átutalás;2025.04.24;2025.06.20;2025.05.09;2025.04.25;212009.08;14760.92;226770.0;0.0;Sikeres;INV_2344;Neoi Pori;-14;;;
átutalás;2025.03.07;2025.07.22;2025.03.10;2025.03.07;305389.61;850.39;306240.0;0.0;Sikeres;INV_2345;Neoi Pori;-3;;;
átutalás;2025.06.05;2025.07.22;2025.06.15;2025.06.06;453360.0;0.0;453360.0;0.0;Sikeres;INV_2346;Neoi Pori;-9;;;
átutalás;2025.01.23;2025.08.06;2025.01.26;2025.01.24;74178.7;márc.71;79550.0;0.0;Sikeres;INV_2347;Platamon;-2;;;
átutalás;2025.06.20;2025.08.06;2025.06.28;2025.07.27;108919.89;nov.20;116340.0;0.0;Sikeres;INV_2348;Platamon;29;;;
átutalás;2025.05.28;2025.06.10;2025.05.30;2025.06.02;50000.0;0.0;50000.0;0.0;Sikeres;INV_2349;Platamon;3;;;
átutalás;2025.07.01;2025.08.12;2025.07.04;2025.07.04;296649.61;850.39;297500.0;0.0;Sikeres;INV_2350;Neoi Pori;0;;;
átutalás;2025.02.18;2025.09.17;2025.02.24;2025.02.20;318281.42;22318.58;340600.0;0.0;Sikeres;INV_2351;Neoi Pori;-4;;;
átutalás;2025.03.14;2025.09.17;2025.02.24;;-318281.42;-22318.58;-340600.0;-340600.0;Sikeres;INV_2352;Neoi Pori;0;;;
átutalás;2025.03.14;2025.03.14;2025.03.17;2025.03.14;3149.61;850.39;4000.0;0.0;Sikeres;INV_2353;Neoi Pori;-3;;;
átutalás;2025.05.30;2025.07.17;2025.06.02;2025.05.30;308842.36;21357.64;330200.0;0.0;Sikeres;INV_2354;Platamon;-3;;;
átutalás;2025.06.02;2025.07.17;2025.06.02;;-308842.36;-21357.64;-330200.0;-330200.0;Sikeres;INV_2355;Neoi Pori;0;;;
átutalás;2025.07.09;2025.08.27;2025.07.17;2025.07.15;144637.68;10012.32;154650.0;0.0;Sikeres;INV_2356;Neoi Pori;-2;;;
átutalás;2025.01.08;2025.09.08;2025.01.11;2025.01.08;82086.39;2713.61;84800.0;0.0;Sikeres;INV_2357;Neoi Pori;-3;;;
átutalás;2025.07.22;2025.09.08;2025.07.28;2025.07.22;116372.2;aug.27;124300.0;0.0;Sikeres;INV_2358;Platamon;-6;;;
készpénz;2025.07.21;2025.09.08;2025.07.21;2025.07.21;126951.5;máj.48;135600.0;0.0;Sikeres;INV_2359;Platamon;0;;;
átutalás;2025.01.07;2025.07.17;2025.01.10;2025.01.08;119181.9;jan.68;122950.0;0.0;Sikeres;INV_2360;Platamon;-2;;;
átutalás;2025.02.03;2025.06.17;2025.02.06;2025.02.03;127797.54;3632.46;131430.0;0.0;Sikeres;INV_2361;Neoi Pori;-3;;;
átutalás;2025.03.17;2025.07.16;2025.03.20;2025.03.18;100514.58;7165.42;107680.0;0.0;Sikeres;INV_2362;Neoi Pori;-2;;;
átutalás;2025.05.15;2025.07.16;2025.05.18;2025.05.09;148409.67;10110.33;158520.0;0.0;Sikeres;INV_2363;Neoi Pori;-9;;;
átutalás;2025.08.06;2025.10.08;2024.11.29;;-36084.15;-1215.85;-37300.0;-37300.0;Sikeres;INV_2364;Neoi Pori;0;;;
átutalás;2025.08.06;2025.08.06;2025.08.09;2025.08.09;19424.8;425.2;19850.0;0.0;Sikeres;INV_2365;Neoi Pori;0;;;
átutalás;2025.02.07;2025.07.17;2025.02.10;2025.02.11;186648.82;13351.18;200000.0;0.0;Sikeres;INV_2366;Neoi Pori;1;;;
átutalás;2025.05.21;2025.07.17;2025.06.06;2025.06.26;275248.82;18751.18;294000.0;0.0;Sikeres;INV_2367;Neoi Pori;20;;;
átutalás;2025.02.03;2025.09.08;2025.02.06;2025.02.05;65573.86;4626.14;70200.0;0.0;Sikeres;INV_2368;Platamon;-1;;;
átutalás;2025.07.22;2025.09.08;2025.07.28;2025.07.23;97179.69;6620.31;103800.0;0.0;Sikeres;INV_2369;Neoi Pori;-5;;;
átutalás;2025.08.26;2025.09.17;2025.08.29;2025.08.28;133262.6;ápr.37;142500.0;0.0;Sikeres;INV_2370;Platamon;-1;;;
átutalás;2025.05.08;2025.07.01;2025.05.24;2025.05.13;216581.0;0.0;216581.0;0.0;Sikeres;INV_2371;Platamon;-11;;;
átutalás;2025.06.11;2025.07.20;2025.06.14;2025.06.13;136909.61;850.39;137760.0;0.0;Sikeres;INV_2372;Platamon;-1;;;
átutalás;2025.07.03;2025.08.19;2025.07.12;2025.07.11;206640.0;0.0;206640.0;0.0;Sikeres;INV_2373;Neoi Pori;-1;;;
átutalás;2025.01.13;2025.08.20;2025.01.16;2025.01.13;87726.09;2873.91;90600.0;0.0;Sikeres;INV_2374;Platamon;-3;;;
átutalás;2025.07.02;2025.08.20;2025.07.11;2025.06.26;127213.64;8666.36;135880.0;0.0;Sikeres;INV_2375;Neoi Pori;-15;;;
átutalás;2025.01.13;2025.07.26;2025.01.16;2025.01.15;249896.2;aug.63;257760.0;0.0;Sikeres;INV_2376;Neoi Pori;-1;;;
átutalás;2025.06.06;2025.07.26;2025.06.15;2025.07.10;356362.96;24277.04;380640.0;0.0;Sikeres;INV_2377;Neoi Pori;25;;;
átutalás;2025.07.10;2025.07.26;2025.06.15;2025.07.10;-356362.96;-24277.04;-380640.0;0.0;Sikeres;INV_2378;Platamon;25;;;
átutalás;2025.07.16;2025.07.26;2025.01.16;;-249896.2;-7863.8;-257760.0;-257760.0;Sikeres;INV_2379;Neoi Pori;0;;;
átutalás;2025.07.16;2025.07.26;2025.07.16;2025.07.16;257760.0;0.0;257760.0;0.0;Sikeres;INV_2380;Neoi Pori;0;;;
átutalás;2025.03.18;2025.09.24;2025.03.21;2025.04.02;135641.57;9558.43;145200.0;0.0;Sikeres;INV_2381;Platamon;12;;;
átutalás;2025.03.31;2025.03.24;2025.04.03;2025.04.02;201100.16;13699.84;214800.0;0.0;Sikeres;INV_2382;Neoi Pori;-1;;;
átutalás;2025.02.24;2025.07.30;2025.02.27;2025.02.25;104387.72;7588.28;111976.0;0.0;Sikeres;INV_2383;Platamon;-2;;;
átutalás;2025.06.18;2025.07.30;2025.06.21;2025.06.23;189139.05;12884.95;202024.0;0.0;Sikeres;INV_2384;Platamon;2;;;
készpénz;2025.06.02;2025.08.13;2025.06.02;2025.06.02;54301.76;3858.24;58160.0;0.0;Sikeres;INV_2385;Platamon;0;;;
átutalás;2025.06.26;2025.08.13;2025.07.04;2025.07.03;81675.87;5564.13;87240.0;0.0;Sikeres;INV_2386;Neoi Pori;-1;;;
átutalás;2025.07.30;2025.08.27;2025.08.02;2025.08.04;421001.57;28998.43;450000.0;0.0;Sikeres;INV_2387;Platamon;2;;;
átutalás;2025.02.03;2025.08.30;2025.02.06;2025.02.05;114820.03;8139.97;122960.0;0.0;Sikeres;INV_2388;Neoi Pori;-1;;;
átutalás;2025.07.18;2025.08.30;2025.07.21;2025.07.18;169867.84;11572.16;181440.0;0.0;Sikeres;INV_2389;Neoi Pori;-3;;;
átutalás;2025.01.24;2025.10.07;2025.01.27;2025.01.30;185859.46;12820.54;198680.0;0.0;Sikeres;INV_2390;Neoi Pori;3;;;
átutalás;2025.08.28;2025.10.07;2025.09.02;2025.09.02;285006.52;11513.48;296520.0;0.0;Sikeres;INV_2391;Platamon;0;;;
átutalás;2025.09.04;2025.10.07;2025.09.07;2025.09.09;102528.4;0.0;102528.4;0.0;Sikeres;INV_2392;Neoi Pori;2;;;
átutalás;2025.09.23;2025.10.07;2025.01.27;;-185859.46;-12820.54;-198680.0;-198680.0;Sikeres;INV_2393;Neoi Pori;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.02;;-285006.52;-11513.48;-296520.0;-296520.0;Sikeres;INV_2394;Neoi Pori;0;;;
átutalás;2025.09.23;2025.10.07;2025.09.07;;-102528.4;0.0;-102528.4;-102528.4;Sikeres;INV_2395;Neoi Pori;0;;;
átutalás;2025.05.15;2025.07.26;2025.05.18;2025.05.13;150647.24;10262.76;160910.0;0.0;Sikeres;INV_2396;Platamon;-5;;;
átutalás;2025.03.27;2025.09.24;2025.03.30;2025.03.30;70855.11;5144.89;76000.0;0.0;Sikeres;INV_2397;Neoi Pori;0;;;
átutalás;2025.08.08;2025.09.24;2025.08.11;2025.08.08;106729.13;7270.87;114000.0;0.0;Sikeres;INV_2398;Neoi Pori;-3;;;
átutalás;2025.01.08;2025.09.17;2025.01.11;2025.01.10;53051.97;1698.03;54750.0;0.0;Sikeres;INV_2399;Neoi Pori;-1;;;
Bankkártya;2025.08.07;2025.09.17;2025.08.07;2025.08.07;75529.48;5145.52;80675.0;0.0;Sikeres;INV_2400;Neoi Pori;0;;;
átutalás;2025.01.06;2025.09.30;2025.01.09;2025.01.08;77284.41;1275.59;78560.0;0.0;Sikeres;INV_2401;Platamon;-1;;;
átutalás;2025.08.29;2025.09.30;2025.09.01;2025.09.01;108845.0;0.0;108845.0;0.0;Sikeres;INV_2402;Neoi Pori;0;;;
átutalás;2025.03.24;2025.09.16;2025.03.27;2025.03.27;71978.58;5221.42;77200.0;0.0;Sikeres;INV_2403;Platamon;0;;;
átutalás;2025.03.27;2025.09.16;2025.03.30;2025.03.27;105605.67;7194.33;112800.0;0.0;Sikeres;INV_2404;Neoi Pori;-3;;;
átutalás;2025.01.27;2025.07.16;2025.01.30;2025.03.27;100514.58;7165.42;107680.0;0.0;Sikeres;INV_2405;Platamon;56;;;
átutalás;2025.03.27;2025.07.16;2025.01.30;2025.03.27;-100514.58;-7165.42;-107680.0;0.0;Sikeres;INV_2406;Platamon;56;;;
átutalás;2025.06.04;2025.06.10;2025.06.07;2025.08.21;99990.0;0.0;99990.0;0.0;Sikeres;INV_2407;Neoi Pori;75;;;
